pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
48,Alberta,Alberta,11/7/2020,32777,0,357,32777,919,749.82
47,Saskatchewan,Saskatchewan,11/7/2020,3738,0,27,3738,115,318.27
46,Manitoba,Manitoba,11/7/2020,7689,0,103,7689,270,561.46
35,Ontario,Ontario,11/7/2020,82825,0,3220,82825,1132,568.6
24,Quebec,Québec,11/7/2020,113423,0,6431,113423,1234,1336.75
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/7/2020,296,0,4,296,2,56.75
13,New Brunswick,Nouveau-Brunswick,11/7/2020,353,0,6,353,3,45.44
12,Nova Scotia,Nouvelle-Écosse,11/7/2020,1125,0,65,1125,4,115.81
11,Prince Edward Island,Île-du-Prince-Édouard,11/7/2020,66,0,0,66,0,42.05
60,Yukon,Yukon,11/7/2020,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,11/7/2020,10,0,0,10,0,22.31
62,Nunavut,Nunavut,11/7/2020,1,0,0,1,0,2.58
99,Repatriated travellers,Voyageurs rapatriés,11/7/2020,13,0,0,13,0,
1,Canada,Canada,11/7/2020,260055,0,10490,260055,4246,691.83
59,British Columbia,Colombie-Britannique,11/8/2020,18252,0,276,18252,536,359.91
48,Alberta,Alberta,11/8/2020,33504,0,363,33504,727,766.45
47,Saskatchewan,Saskatchewan,11/8/2020,3897,0,28,3897,159,331.81
46,Manitoba,Manitoba,11/8/2020,8130,0,106,8130,441,593.66
35,Ontario,Ontario,11/8/2020,84153,0,3233,84153,1328,577.71
24,Quebec,Québec,11/8/2020,114820,0,6440,114820,1397,1353.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/8/2020,297,0,4,297,1,56.95
13,New Brunswick,Nouveau-Brunswick,11/8/2020,354,0,6,354,1,45.57
12,Nova Scotia,Nouvelle-Écosse,11/8/2020,1128,0,65,1128,3,116.12
11,Prince Edward Island,Île-du-Prince-Édouard,11/8/2020,66,0,0,66,0,42.05
60,Yukon,Yukon,11/8/2020,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,11/8/2020,10,0,0,10,0,22.31
62,Nunavut,Nunavut,11/8/2020,2,0,0,2,1,5.16
99,Repatriated travellers,Voyageurs rapatriés,11/8/2020,13,0,0,13,0,
1,Canada,Canada,11/8/2020,264649,0,10522,264649,4594,704.05
59,British Columbia,Colombie-Britannique,11/9/2020,18714,0,281,18714,462,369.02
48,Alberta,Alberta,11/9/2020,34160,0,369,34160,656,781.46
47,Saskatchewan,Saskatchewan,11/9/2020,4087,0,29,4087,190,347.99
46,Manitoba,Manitoba,11/9/2020,8495,0,109,8495,365,620.32
35,Ontario,Ontario,11/9/2020,85395,0,3245,85395,1242,586.24
24,Quebec,Québec,11/9/2020,115989,0,6455,115989,1169,1366.99
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/9/2020,297,0,4,297,0,56.95
13,New Brunswick,Nouveau-Brunswick,11/9/2020,355,0,6,355,1,45.7
12,Nova Scotia,Nouvelle-Écosse,11/9/2020,1129,0,65,1129,1,116.22
11,Prince Edward Island,Île-du-Prince-Édouard,11/9/2020,66,0,0,66,0,42.05
60,Yukon,Yukon,11/9/2020,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,11/9/2020,10,0,0,10,0,22.31
62,Nunavut,Nunavut,11/9/2020,2,0,0,2,0,5.16
99,Repatriated travellers,Voyageurs rapatriés,11/9/2020,13,0,0,13,0,
1,Canada,Canada,11/9/2020,268735,0,10564,268735,4086,714.92
59,British Columbia,Colombie-Britannique,11/10/2020,19239,0,284,19239,525,379.37
48,Alberta,Alberta,11/10/2020,34873,0,376,34873,713,797.77
47,Saskatchewan,Saskatchewan,11/10/2020,4214,0,29,4214,127,358.8
46,Manitoba,Manitoba,11/10/2020,8878,0,114,8878,383,648.28
35,Ontario,Ontario,11/10/2020,86783,0,3260,86783,1388,595.77
24,Quebec,Québec,11/10/2020,117151,0,6493,117151,1162,1380.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/10/2020,297,0,4,297,0,56.95
13,New Brunswick,Nouveau-Brunswick,11/10/2020,355,0,6,355,0,45.7
12,Nova Scotia,Nouvelle-Écosse,11/10/2020,1132,0,65,1132,3,116.53
11,Prince Edward Island,Île-du-Prince-Édouard,11/10/2020,67,0,0,67,1,42.69
60,Yukon,Yukon,11/10/2020,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,11/10/2020,10,0,0,10,0,22.31
62,Nunavut,Nunavut,11/10/2020,2,0,0,2,0,5.16
99,Repatriated travellers,Voyageurs rapatriés,11/10/2020,13,0,0,13,0,
1,Canada,Canada,11/10/2020,273037,0,10632,273037,4302,726.37
59,British Columbia,Colombie-Britannique,11/11/2020,19774,0,284,19774,535,389.92
48,Alberta,Alberta,11/11/2020,35545,0,383,35545,672,813.14
47,Saskatchewan,Saskatchewan,11/11/2020,4326,0,29,4326,112,368.34
46,Manitoba,Manitoba,11/11/2020,9308,0,123,9308,430,679.68
35,Ontario,Ontario,11/11/2020,88209,0,3275,88209,1426,605.56
24,Quebec,Québec,11/11/2020,118529,0,6515,118529,1378,1396.93
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/11/2020,298,0,4,298,1,57.14
13,New Brunswick,Nouveau-Brunswick,11/11/2020,355,0,6,355,0,45.7
12,Nova Scotia,Nouvelle-Écosse,11/11/2020,1134,0,65,1134,2,116.74
11,Prince Edward Island,Île-du-Prince-Édouard,11/11/2020,68,0,0,68,1,43.33
60,Yukon,Yukon,11/11/2020,23,0,1,23,0,56.3
61,Northwest Territories,Territoires du Nord-Ouest,11/11/2020,11,0,0,11,1,24.54
62,Nunavut,Nunavut,11/11/2020,3,0,0,3,1,7.74
99,Repatriated travellers,Voyageurs rapatriés,11/11/2020,13,0,0,13,0,
1,Canada,Canada,11/11/2020,277596,0,10685,277596,4559,738.5
59,British Columbia,Colombie-Britannique,11/12/2020,20368,0,288,20368,594,401.63
48,Alberta,Alberta,11/12/2020,36405,0,393,36405,860,832.82
47,Saskatchewan,Saskatchewan,11/12/2020,4437,0,29,4437,111,377.79
46,Manitoba,Manitoba,11/12/2020,9782,0,132,9782,474,714.29
35,Ontario,Ontario,11/12/2020,89784,0,3293,89784,1575,616.37
24,Quebec,Québec,11/12/2020,119894,0,6557,119894,1365,1413.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/12/2020,298,0,4,298,0,57.14
13,New Brunswick,Nouveau-Brunswick,11/12/2020,356,0,6,356,1,45.83
12,Nova Scotia,Nouvelle-Écosse,11/12/2020,1134,0,65,1134,0,116.74
11,Prince Edward Island,Île-du-Prince-Édouard,11/12/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/12/2020,24,0,1,24,1,58.75
61,Northwest Territories,Territoires du Nord-Ouest,11/12/2020,11,0,0,11,0,24.54
62,Nunavut,Nunavut,11/12/2020,3,0,0,3,0,7.74
99,Repatriated travellers,Voyageurs rapatriés,11/12/2020,13,0,0,13,0,
1,Canada,Canada,11/12/2020,282577,0,10768,282577,4981,751.75
59,British Columbia,Colombie-Britannique,11/13/2020,20985,0,290,20985,617,413.8
48,Alberta,Alberta,11/13/2020,37312,0,398,37312,907,853.56
47,Saskatchewan,Saskatchewan,11/13/2020,4513,0,29,4513,76,384.26
46,Manitoba,Manitoba,11/13/2020,10216,0,137,10216,434,745.98
35,Ontario,Ontario,11/13/2020,91180,0,3312,91180,1396,625.95
24,Quebec,Québec,11/13/2020,121195,0,6586,121195,1301,1428.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/13/2020,299,0,4,299,1,57.33
13,New Brunswick,Nouveau-Brunswick,11/13/2020,358,0,6,358,2,46.08
12,Nova Scotia,Nouvelle-Écosse,11/13/2020,1136,0,65,1136,2,116.95
11,Prince Edward Island,Île-du-Prince-Édouard,11/13/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/13/2020,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,11/13/2020,15,0,0,15,4,33.46
62,Nunavut,Nunavut,11/13/2020,4,0,0,4,1,10.31
99,Repatriated travellers,Voyageurs rapatriés,11/13/2020,13,0,0,13,0,
1,Canada,Canada,11/13/2020,287318,0,10828,287318,4741,764.36
59,British Columbia,Colombie-Britannique,11/14/2020,21639,0,290,21639,654,426.69
48,Alberta,Alberta,11/14/2020,38338,0,401,38338,1026,877.04
47,Saskatchewan,Saskatchewan,11/14/2020,4820,0,29,4820,307,410.4
46,Manitoba,Manitoba,11/14/2020,10453,0,152,10453,237,763.29
35,Ontario,Ontario,11/14/2020,92761,0,3332,92761,1581,636.81
24,Quebec,Québec,11/14/2020,122643,0,6611,122643,1448,1445.42
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/14/2020,301,0,4,301,2,57.71
13,New Brunswick,Nouveau-Brunswick,11/14/2020,364,0,6,364,6,46.86
12,Nova Scotia,Nouvelle-Écosse,11/14/2020,1142,0,65,1142,6,117.56
11,Prince Edward Island,Île-du-Prince-Édouard,11/14/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/14/2020,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,11/14/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/14/2020,4,0,0,4,0,10.31
99,Repatriated travellers,Voyageurs rapatriés,11/14/2020,13,0,0,13,0,
1,Canada,Canada,11/14/2020,292585,0,10891,292585,5267,778.37
59,British Columbia,Colombie-Britannique,11/15/2020,22298,0,290,22298,659,439.69
48,Alberta,Alberta,11/15/2020,39329,0,407,39329,991,899.71
47,Saskatchewan,Saskatchewan,11/15/2020,5001,0,31,5001,181,425.81
46,Manitoba,Manitoba,11/15/2020,10947,0,162,10947,494,799.36
35,Ontario,Ontario,11/15/2020,94009,0,3361,94009,1248,645.38
24,Quebec,Québec,11/15/2020,123854,0,6626,123854,1211,1459.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/15/2020,303,0,4,303,2,58.1
13,New Brunswick,Nouveau-Brunswick,11/15/2020,367,0,6,367,3,47.24
12,Nova Scotia,Nouvelle-Écosse,11/15/2020,1144,0,65,1144,2,117.77
11,Prince Edward Island,Île-du-Prince-Édouard,11/15/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/15/2020,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,11/15/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/15/2020,18,0,0,18,14,46.42
99,Repatriated travellers,Voyageurs rapatriés,11/15/2020,13,0,0,13,0,
1,Canada,Canada,11/15/2020,297390,0,10953,297390,4805,791.16
59,British Columbia,Colombie-Britannique,11/16/2020,22944,0,299,22944,646,452.43
48,Alberta,Alberta,11/16/2020,40189,0,427,40189,860,919.38
47,Saskatchewan,Saskatchewan,11/16/2020,5182,0,31,5182,181,441.22
46,Manitoba,Manitoba,11/16/2020,11339,0,172,11339,392,827.99
35,Ontario,Ontario,11/16/2020,95496,0,3371,95496,1487,655.58
24,Quebec,Québec,11/16/2020,125072,0,6651,125072,1218,1474.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/16/2020,303,0,4,303,0,58.1
13,New Brunswick,Nouveau-Brunswick,11/16/2020,375,0,6,375,8,48.27
12,Nova Scotia,Nouvelle-Écosse,11/16/2020,1146,0,65,1146,2,117.97
11,Prince Edward Island,Île-du-Prince-Édouard,11/16/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/16/2020,24,0,1,24,0,58.75
61,Northwest Territories,Territoires du Nord-Ouest,11/16/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/16/2020,26,0,0,26,8,67.04
99,Repatriated travellers,Voyageurs rapatriés,11/16/2020,13,0,0,13,0,
1,Canada,Canada,11/16/2020,302192,0,11027,302192,4802,803.93
59,British Columbia,Colombie-Britannique,11/17/2020,23661,0,310,23661,717,466.56
48,Alberta,Alberta,11/17/2020,40962,0,432,40962,773,937.06
47,Saskatchewan,Saskatchewan,11/17/2020,5422,0,31,5422,240,461.66
46,Manitoba,Manitoba,11/17/2020,11608,0,179,11608,269,847.63
35,Ontario,Ontario,11/17/2020,96745,0,3383,96745,1249,664.16
24,Quebec,Québec,11/17/2020,126054,0,6675,126054,982,1485.62
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/17/2020,305,0,4,305,2,58.48
13,New Brunswick,Nouveau-Brunswick,11/17/2020,379,0,6,379,4,48.79
12,Nova Scotia,Nouvelle-Écosse,11/17/2020,1151,0,65,1151,5,118.49
11,Prince Edward Island,Île-du-Prince-Édouard,11/17/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/17/2020,25,0,1,25,1,61.19
61,Northwest Territories,Territoires du Nord-Ouest,11/17/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/17/2020,60,0,0,60,34,154.72
99,Repatriated travellers,Voyageurs rapatriés,11/17/2020,13,0,0,13,0,
1,Canada,Canada,11/17/2020,306468,0,11086,306468,4276,815.31
59,British Columbia,Colombie-Britannique,11/18/2020,24422,0,320,24422,761,481.57
48,Alberta,Alberta,11/18/2020,41692,0,443,41692,730,953.76
47,Saskatchewan,Saskatchewan,11/18/2020,5553,0,32,5553,131,472.81
46,Manitoba,Manitoba,11/18/2020,12007,0,190,12007,399,876.77
35,Ontario,Ontario,11/18/2020,98162,0,3415,98162,1417,673.89
24,Quebec,Québec,11/18/2020,127233,0,6710,127233,1179,1499.51
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/18/2020,307,0,4,307,2,58.86
13,New Brunswick,Nouveau-Brunswick,11/18/2020,388,0,6,388,9,49.95
12,Nova Scotia,Nouvelle-Écosse,11/18/2020,1154,0,65,1154,3,118.8
11,Prince Edward Island,Île-du-Prince-Édouard,11/18/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/18/2020,25,0,1,25,0,61.19
61,Northwest Territories,Territoires du Nord-Ouest,11/18/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/18/2020,70,0,0,70,10,180.51
99,Repatriated travellers,Voyageurs rapatriés,11/18/2020,13,0,0,13,0,
1,Canada,Canada,11/18/2020,311109,0,11186,311109,4641,827.65
59,British Columbia,Colombie-Britannique,11/19/2020,24958,0,321,24958,536,492.14
48,Alberta,Alberta,11/19/2020,42797,0,451,42797,1105,979.04
47,Saskatchewan,Saskatchewan,11/19/2020,5651,0,32,5651,98,481.16
46,Manitoba,Manitoba,11/19/2020,12482,0,198,12482,475,911.45
35,Ontario,Ontario,11/19/2020,99372,0,3443,99372,1210,682.19
24,Quebec,Québec,11/19/2020,128440,0,6744,128440,1207,1513.74
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/19/2020,308,0,4,308,1,59.06
13,New Brunswick,Nouveau-Brunswick,11/19/2020,392,0,6,392,4,50.46
12,Nova Scotia,Nouvelle-Écosse,11/19/2020,1155,0,65,1155,1,118.9
11,Prince Edward Island,Île-du-Prince-Édouard,11/19/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/19/2020,26,0,1,26,1,63.64
61,Northwest Territories,Territoires du Nord-Ouest,11/19/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/19/2020,74,0,0,74,4,190.82
99,Repatriated travellers,Voyageurs rapatriés,11/19/2020,13,0,0,13,0,
1,Canada,Canada,11/19/2020,315751,0,11265,315751,4642,840
59,British Columbia,Colombie-Britannique,11/20/2020,25474,0,331,25474,516,502.31
48,Alberta,Alberta,11/20/2020,43952,0,462,43952,1155,1005.46
47,Saskatchewan,Saskatchewan,11/20/2020,5804,0,33,5804,153,494.18
46,Manitoba,Manitoba,11/20/2020,12919,0,207,12919,437,943.36
35,Ontario,Ontario,11/20/2020,100790,0,3451,100790,1418,691.93
24,Quebec,Québec,11/20/2020,129699,0,6774,129699,1259,1528.57
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/20/2020,311,0,4,311,3,59.63
13,New Brunswick,Nouveau-Brunswick,11/20/2020,401,0,6,401,9,51.62
12,Nova Scotia,Nouvelle-Écosse,11/20/2020,1160,0,65,1160,5,119.42
11,Prince Edward Island,Île-du-Prince-Édouard,11/20/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/20/2020,29,0,1,29,3,70.98
61,Northwest Territories,Territoires du Nord-Ouest,11/20/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/20/2020,84,0,0,84,10,216.61
99,Repatriated travellers,Voyageurs rapatriés,11/20/2020,13,0,0,13,0,
1,Canada,Canada,11/20/2020,320719,0,11334,320719,4968,853.22
59,British Columbia,Colombie-Britannique,11/21/2020,26187,0,331,26187,713,516.37
48,Alberta,Alberta,11/21/2020,45288,0,471,45288,1336,1036.03
47,Saskatchewan,Saskatchewan,11/21/2020,6237,0,33,6237,433,531.05
46,Manitoba,Manitoba,11/21/2020,13304,0,217,13304,385,971.47
35,Ontario,Ontario,11/21/2020,102378,0,3472,102378,1588,702.83
24,Quebec,Québec,11/21/2020,130888,0,6806,130888,1189,1542.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/21/2020,316,0,4,316,5,60.59
13,New Brunswick,Nouveau-Brunswick,11/21/2020,424,0,6,424,23,54.58
12,Nova Scotia,Nouvelle-Écosse,11/21/2020,1168,0,65,1168,8,120.24
11,Prince Edward Island,Île-du-Prince-Édouard,11/21/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/21/2020,29,0,1,29,0,70.98
61,Northwest Territories,Territoires du Nord-Ouest,11/21/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/21/2020,109,0,0,109,25,281.07
99,Repatriated travellers,Voyageurs rapatriés,11/21/2020,13,0,0,13,0,
1,Canada,Canada,11/21/2020,326424,0,11406,326424,5705,868.4
59,British Columbia,Colombie-Britannique,11/22/2020,26813,0,331,26813,626,528.72
48,Alberta,Alberta,11/22/2020,46872,0,471,46872,1584,1072.26
47,Saskatchewan,Saskatchewan,11/22/2020,6473,0,33,6473,236,551.15
46,Manitoba,Manitoba,11/22/2020,13544,0,229,13544,240,989
35,Ontario,Ontario,11/22/2020,103912,0,3486,103912,1534,713.36
24,Quebec,Québec,11/22/2020,132042,0,6829,132042,1154,1556.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/22/2020,319,0,4,319,3,61.16
13,New Brunswick,Nouveau-Brunswick,11/22/2020,430,0,6,430,6,55.35
12,Nova Scotia,Nouvelle-Écosse,11/22/2020,1179,0,65,1179,11,121.37
11,Prince Edward Island,Île-du-Prince-Édouard,11/22/2020,68,0,0,68,0,43.33
60,Yukon,Yukon,11/22/2020,32,0,1,32,3,78.33
61,Northwest Territories,Territoires du Nord-Ouest,11/22/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/22/2020,130,0,0,130,21,335.22
99,Repatriated travellers,Voyageurs rapatriés,11/22/2020,13,0,0,13,0,
1,Canada,Canada,11/22/2020,331842,0,11455,331842,5418,882.81
59,British Columbia,Colombie-Britannique,11/23/2020,27407,0,348,27407,594,540.43
48,Alberta,Alberta,11/23/2020,48421,0,476,48421,1549,1107.7
47,Saskatchewan,Saskatchewan,11/23/2020,6708,0,37,6708,235,571.16
46,Manitoba,Manitoba,11/23/2020,14087,0,236,14087,543,1028.65
35,Ontario,Ontario,11/23/2020,105501,0,3505,105501,1589,724.27
24,Quebec,Québec,11/23/2020,133206,0,6842,133206,1164,1569.91
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/23/2020,321,0,4,321,2,61.55
13,New Brunswick,Nouveau-Brunswick,11/23/2020,445,0,7,445,15,57.28
12,Nova Scotia,Nouvelle-Écosse,11/23/2020,1190,0,65,1190,11,122.5
11,Prince Edward Island,Île-du-Prince-Édouard,11/23/2020,69,0,0,69,1,43.96
60,Yukon,Yukon,11/23/2020,38,0,1,38,6,93.01
61,Northwest Territories,Territoires du Nord-Ouest,11/23/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/23/2020,134,0,0,134,4,345.54
99,Repatriated travellers,Voyageurs rapatriés,11/23/2020,13,0,0,13,0,
1,Canada,Canada,11/23/2020,337555,0,11521,337555,5713,898.01
59,British Columbia,Colombie-Britannique,11/24/2020,28348,0,358,28348,941,558.98
48,Alberta,Alberta,11/24/2020,49536,0,492,49536,1115,1133.21
47,Saskatchewan,Saskatchewan,11/24/2020,6883,0,37,6883,175,586.06
46,Manitoba,Manitoba,11/24/2020,14558,0,248,14558,471,1063.04
35,Ontario,Ontario,11/24/2020,106510,0,3519,106510,1009,731.2
24,Quebec,Québec,11/24/2020,134330,0,6887,134330,1124,1583.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/24/2020,323,0,4,323,2,61.93
13,New Brunswick,Nouveau-Brunswick,11/24/2020,450,0,7,450,5,57.93
12,Nova Scotia,Nouvelle-Écosse,11/24/2020,1227,0,65,1227,37,126.31
11,Prince Edward Island,Île-du-Prince-Édouard,11/24/2020,69,0,0,69,0,43.96
60,Yukon,Yukon,11/24/2020,38,0,1,38,0,93.01
61,Northwest Territories,Territoires du Nord-Ouest,11/24/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/24/2020,144,0,0,144,10,371.33
99,Repatriated travellers,Voyageurs rapatriés,11/24/2020,13,0,0,13,0,
1,Canada,Canada,11/24/2020,342444,0,11618,342444,4889,911.02
59,British Columbia,Colombie-Britannique,11/25/2020,29086,0,371,29086,738,573.54
48,Alberta,Alberta,11/25/2020,50801,0,500,50801,1265,1162.14
47,Saskatchewan,Saskatchewan,11/25/2020,7047,0,37,7047,164,600.02
46,Manitoba,Manitoba,11/25/2020,14907,0,256,14907,349,1088.53
35,Ontario,Ontario,11/25/2020,107883,0,3554,107883,1373,740.62
24,Quebec,Québec,11/25/2020,135430,0,6915,135430,1100,1596.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/25/2020,324,0,4,324,1,62.12
13,New Brunswick,Nouveau-Brunswick,11/25/2020,453,0,7,453,3,58.31
12,Nova Scotia,Nouvelle-Écosse,11/25/2020,1243,0,65,1243,16,127.96
11,Prince Edward Island,Île-du-Prince-Édouard,11/25/2020,70,0,0,70,1,44.6
60,Yukon,Yukon,11/25/2020,39,0,1,39,1,95.46
61,Northwest Territories,Territoires du Nord-Ouest,11/25/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/25/2020,155,0,0,155,11,399.69
99,Repatriated travellers,Voyageurs rapatriés,11/25/2020,13,0,0,13,0,
1,Canada,Canada,11/25/2020,347466,0,11710,347466,5022,924.38
59,British Columbia,Colombie-Britannique,11/26/2020,29973,0,384,29973,887,591.03
48,Alberta,Alberta,11/26/2020,51878,0,510,51878,1077,1186.78
47,Saskatchewan,Saskatchewan,11/26/2020,7362,0,40,7362,315,626.84
46,Manitoba,Manitoba,11/26/2020,15288,0,266,15288,381,1116.35
35,Ontario,Ontario,11/26/2020,109361,0,3575,109361,1478,750.77
24,Quebec,Québec,11/26/2020,136894,0,6947,136894,1464,1613.37
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/26/2020,327,0,4,327,3,62.7
13,New Brunswick,Nouveau-Brunswick,11/26/2020,465,0,7,465,12,59.86
12,Nova Scotia,Nouvelle-Écosse,11/26/2020,1257,0,65,1257,14,129.4
11,Prince Edward Island,Île-du-Prince-Édouard,11/26/2020,70,0,0,70,0,44.6
60,Yukon,Yukon,11/26/2020,39,0,1,39,0,95.46
61,Northwest Territories,Territoires du Nord-Ouest,11/26/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/26/2020,155,0,0,155,0,399.69
99,Repatriated travellers,Voyageurs rapatriés,11/26/2020,13,0,0,13,0,
1,Canada,Canada,11/26/2020,353097,0,11799,353097,5631,939.36
59,British Columbia,Colombie-Britannique,11/27/2020,30884,0,395,30884,911,608.99
48,Alberta,Alberta,11/27/2020,53105,0,519,53105,1227,1214.85
47,Saskatchewan,Saskatchewan,11/27/2020,7691,0,44,7691,329,654.85
46,Manitoba,Manitoba,11/27/2020,15632,0,280,15632,344,1141.47
35,Ontario,Ontario,11/27/2020,111216,0,3595,111216,1855,763.5
24,Quebec,Québec,11/27/2020,138163,0,6984,138163,1269,1628.33
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/27/2020,331,0,4,331,4,63.47
13,New Brunswick,Nouveau-Brunswick,11/27/2020,477,0,7,477,12,61.4
12,Nova Scotia,Nouvelle-Écosse,11/27/2020,1266,0,65,1266,9,130.33
11,Prince Edward Island,Île-du-Prince-Édouard,11/27/2020,70,0,0,70,0,44.6
60,Yukon,Yukon,11/27/2020,42,0,1,42,3,102.81
61,Northwest Territories,Territoires du Nord-Ouest,11/27/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/27/2020,159,0,0,159,4,410.01
99,Repatriated travellers,Voyageurs rapatriés,11/27/2020,13,0,0,13,0,
1,Canada,Canada,11/27/2020,359064,0,11894,359064,5967,955.23
59,British Columbia,Colombie-Britannique,11/28/2020,31634,0,410,31634,750,623.78
48,Alberta,Alberta,11/28/2020,54836,0,524,54836,1731,1254.45
47,Saskatchewan,Saskatchewan,11/28/2020,7888,0,45,7888,197,671.63
46,Manitoba,Manitoba,11/28/2020,16118,0,290,16118,486,1176.96
35,Ontario,Ontario,11/28/2020,113038,0,3624,113038,1822,776.01
24,Quebec,Québec,11/28/2020,139643,0,7021,139643,1480,1645.77
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/28/2020,333,0,4,333,2,63.85
13,New Brunswick,Nouveau-Brunswick,11/28/2020,481,0,7,481,4,61.92
12,Nova Scotia,Nouvelle-Écosse,11/28/2020,1280,0,65,1280,14,131.77
11,Prince Edward Island,Île-du-Prince-Édouard,11/28/2020,72,0,0,72,2,45.88
60,Yukon,Yukon,11/28/2020,45,0,1,45,3,110.15
61,Northwest Territories,Territoires du Nord-Ouest,11/28/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/28/2020,164,0,0,164,5,422.9
99,Repatriated travellers,Voyageurs rapatriés,11/28/2020,13,0,0,13,0,
1,Canada,Canada,11/28/2020,365560,0,11991,365560,6496,972.51
59,British Columbia,Colombie-Britannique,11/29/2020,32642,0,427,32642,1008,643.66
48,Alberta,Alberta,11/29/2020,56444,0,533,56444,1608,1291.24
47,Saskatchewan,Saskatchewan,11/29/2020,8239,0,45,8239,351,701.51
46,Manitoba,Manitoba,11/29/2020,16483,0,301,16483,365,1203.61
35,Ontario,Ontario,11/29/2020,114746,0,3648,114746,1708,787.74
24,Quebec,Québec,11/29/2020,141038,0,7033,141038,1395,1662.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11/29/2020,337,0,4,337,4,64.62
13,New Brunswick,Nouveau-Brunswick,11/29/2020,495,0,7,495,14,63.72
12,Nova Scotia,Nouvelle-Écosse,11/29/2020,1290,0,65,1290,10,132.8
11,Prince Edward Island,Île-du-Prince-Édouard,11/29/2020,72,0,0,72,0,45.88
60,Yukon,Yukon,11/29/2020,45,0,1,45,0,110.15
61,Northwest Territories,Territoires du Nord-Ouest,11/29/2020,15,0,0,15,0,33.46
62,Nunavut,Nunavut,11/29/2020,177,0,0,177,13,456.42
99,Repatriated travellers,Voyageurs rapatriés,11/29/2020,13,0,0,13,0,
1,Canada,Canada,11/29/2020,372036,0,12064,372036,6476,989.74
59,British Columbia,Colombie-Britannique,11/30/2020,33238,0,441,33238,596,655.41
48,Alberta,Alberta,11/30/2020,58177,0,541,58177,1733,1330.88
47,Saskatchewan,Saskatchewan,11/30/2020,8564,0,47,8564,325,729.18
