index,pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
3144,62,Nunavut,Nunavut,10/2/2020,0,0,0,0,0,0
3145,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/2/2020,13,0,0,13,0,
3146,1,Canada,Canada,10/2/2020,162659,0,9409,162659,2124,432.73
3147,59,British Columbia,Colombie-Britannique,10/3/2020,9381,0,238,9381,0,184.98
3148,48,Alberta,Alberta,10/3/2020,18357,0,272,18357,0,419.94
3149,47,Saskatchewan,Saskatchewan,10/3/2020,1954,0,24,1954,14,166.37
3150,46,Manitoba,Manitoba,10/3/2020,2108,0,22,2108,36,153.93
3151,35,Ontario,Ontario,10/3/2020,53633,0,2968,53633,653,368.19
3152,24,Quebec,QuÃ©bec,10/3/2020,77380,0,5867,77380,1107,911.97
3153,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/3/2020,276,0,4,276,1,52.92
3154,13,New Brunswick,Nouveau-Brunswick,10/3/2020,201,0,2,201,1,25.87
3155,12,Nova Scotia,Nouvelle-Ã‰cosse,10/3/2020,1089,0,65,1089,0,112.11
3156,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/3/2020,59,0,0,59,0,37.59
3157,60,Yukon,Yukon,10/3/2020,15,0,0,15,0,36.72
3158,61,Northwest Territories,Territoires du Nord-Ouest,10/3/2020,5,0,0,5,0,11.15
3387,59,British Columbia,Colombie-Britannique,10/19/2020,11687,0,253,11687,498,230.45
3388,48,Alberta,Alberta,10/19/2020,22673,0,292,22673,898,518.68
3389,47,Saskatchewan,Saskatchewan,10/19/2020,2396,0,25,2396,66,204.01
3390,46,Manitoba,Manitoba,10/19/2020,3382,0,42,3382,80,246.96
3391,35,Ontario,Ontario,10/19/2020,65075,0,3050,65075,704,446.74
3392,24,Quebec,QuÃ©bec,10/19/2020,94429,0,6044,94429,1038,1112.9
3393,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/19/2020,287,0,4,287,0,55.03
3394,13,New Brunswick,Nouveau-Brunswick,10/19/2020,313,0,3,313,3,40.29
3395,12,Nova Scotia,Nouvelle-Ã‰cosse,10/19/2020,1097,0,65,1097,0,112.93
3396,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/19/2020,63,0,0,63,0,40.14
3397,60,Yukon,Yukon,10/19/2020,17,0,0,17,2,41.61
3398,61,Northwest Territories,Territoires du Nord-Ouest,10/19/2020,5,0,0,5,0,11.15
3399,62,Nunavut,Nunavut,10/19/2020,0,0,0,0,0,0
3400,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/19/2020,13,0,0,13,0,
3401,1,Canada,Canada,10/19/2020,201437,0,9778,201437,3289,535.89
3402,59,British Columbia,Colombie-Britannique,10/20/2020,11854,0,254,11854,167,233.75
3403,48,Alberta,Alberta,10/20/2020,22996,0,293,22996,323,526.07
3404,47,Saskatchewan,Saskatchewan,10/20/2020,2439,0,25,2439,43,207.67
3405,46,Manitoba,Manitoba,10/20/2020,3491,0,42,3491,109,254.92
2532,59,British Columbia,Colombie-Britannique,8/23/2020,4915,0,202,4915,0,96.92
2533,48,Alberta,Alberta,8/23/2020,12748,0,230,12748,0,291.63
2534,47,Saskatchewan,Saskatchewan,8/23/2020,1600,0,22,1600,3,136.23
2535,46,Manitoba,Manitoba,8/23/2020,944,0,12,944,72,68.93
2536,35,Ontario,Ontario,8/23/2020,41402,0,2797,41402,115,284.23
2537,24,Quebec,QuÃ©bec,8/23/2020,61673,0,5740,61673,74,726.85
2538,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/23/2020,268,0,3,268,0,51.39
2539,13,New Brunswick,Nouveau-Brunswick,8/23/2020,189,0,2,189,1,24.33
2540,12,Nova Scotia,Nouvelle-Ã‰cosse,8/23/2020,1080,0,65,1080,2,111.18
2541,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/23/2020,44,0,0,44,0,28.03
2542,60,Yukon,Yukon,8/23/2020,15,0,0,15,0,36.72
2543,61,Northwest Territories,Territoires du Nord-Ouest,8/23/2020,5,0,0,5,0,11.15
2544,62,Nunavut,Nunavut,8/23/2020,0,0,0,0,0,0
2545,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/23/2020,13,0,0,13,0,
2546,1,Canada,Canada,8/23/2020,124896,0,9073,124896,267,332.27
2547,59,British Columbia,Colombie-Britannique,8/24/2020,5184,0,203,5184,269,102.22
2548,48,Alberta,Alberta,8/24/2020,13006,0,234,13006,258,297.53
2549,47,Saskatchewan,Saskatchewan,8/24/2020,1602,0,22,1602,2,136.4
2550,46,Manitoba,Manitoba,8/24/2020,993,0,12,993,49,72.51
3007,60,Yukon,Yukon,9/23/2020,15,0,0,15,0,36.72
3008,61,Northwest Territories,Territoires du Nord-Ouest,9/23/2020,5,0,0,5,0,11.15
3009,62,Nunavut,Nunavut,9/23/2020,0,0,0,0,0,0
3010,99,Repatriated travellers,Voyageurs rapatriÃ©s,9/23/2020,13,0,0,13,0,
3011,1,Canada,Canada,9/23/2020,147753,0,9243,147753,1090,393.07
3012,59,British Columbia,Colombie-Britannique,9/24/2020,8543,0,229,8543,148,168.46
3013,48,Alberta,Alberta,9/24/2020,17190,0,261,17190,158,393.25
3014,47,Saskatchewan,Saskatchewan,9/24/2020,1835,0,24,1835,5,156.24
3015,46,Manitoba,Manitoba,9/24/2020,1711,0,19,1711,37,124.94
3016,35,Ontario,Ontario,9/24/2020,48496,0,2836,48496,409,332.93
3017,24,Quebec,QuÃ©bec,9/24/2020,69670,0,5810,69670,582,821.1
3018,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/24/2020,272,0,3,272,0,52.15
3019,13,New Brunswick,Nouveau-Brunswick,9/24/2020,199,0,2,199,2,25.62
3020,12,Nova Scotia,Nouvelle-Ã‰cosse,9/24/2020,1087,0,65,1087,0,111.9
3021,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,9/24/2020,58,0,0,58,0,36.96
3022,60,Yukon,Yukon,9/24/2020,15,0,0,15,0,36.72
3023,61,Northwest Territories,Territoires du Nord-Ouest,9/24/2020,5,0,0,5,0,11.15
3024,62,Nunavut,Nunavut,9/24/2020,0,0,0,0,0,0
3025,99,Repatriated travellers,Voyageurs rapatriÃ©s,9/24/2020,13,0,0,13,0,
3159,62,Nunavut,Nunavut,10/3/2020,0,0,0,0,0,0
3160,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/3/2020,13,0,0,13,0,
3161,1,Canada,Canada,10/3/2020,164471,0,9462,164471,1812,437.55
3162,59,British Columbia,Colombie-Britannique,10/4/2020,9381,0,238,9381,0,184.98
3163,48,Alberta,Alberta,10/4/2020,18357,0,272,18357,0,419.94
3164,47,Saskatchewan,Saskatchewan,10/4/2020,1959,0,24,1959,5,166.8
3165,46,Manitoba,Manitoba,10/4/2020,2140,0,23,2140,32,156.27
3166,35,Ontario,Ontario,10/4/2020,54199,0,2975,54199,566,372.08
3167,24,Quebec,QuÃ©bec,10/4/2020,78459,0,5878,78459,1079,924.68
3168,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/4/2020,277,0,4,277,1,53.11
3169,13,New Brunswick,Nouveau-Brunswick,10/4/2020,201,0,2,201,0,25.87
3170,12,Nova Scotia,Nouvelle-Ã‰cosse,10/4/2020,1089,0,65,1089,0,112.11
3171,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/4/2020,61,0,0,61,2,38.87
3172,60,Yukon,Yukon,10/4/2020,15,0,0,15,0,36.72
3173,61,Northwest Territories,Territoires du Nord-Ouest,10/4/2020,5,0,0,5,0,11.15
3174,62,Nunavut,Nunavut,10/4/2020,0,0,0,0,0,0
3175,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/4/2020,13,0,0,13,0,
3176,1,Canada,Canada,10/4/2020,166156,0,9481,166156,1685,442.03
3177,59,British Columbia,Colombie-Britannique,10/5/2020,9739,0,242,9739,358,192.04
2247,59,British Columbia,Colombie-Britannique,8/4/2020,3787,0,195,3787,146,74.67
2248,48,Alberta,Alberta,8/4/2020,11146,0,201,11146,303,254.98
2249,47,Saskatchewan,Saskatchewan,8/4/2020,1368,0,18,1368,9,116.48
2250,46,Manitoba,Manitoba,8/4/2020,428,15,8,443,1,32.35
2251,35,Ontario,Ontario,8/4/2020,39628,0,2782,39628,179,272.05
2252,24,Quebec,QuÃ©bec,8/4/2020,59845,0,5685,59845,123,705.31
2253,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/4/2020,266,0,3,266,0,51
2254,13,New Brunswick,Nouveau-Brunswick,8/4/2020,170,0,2,170,0,21.88
2255,12,Nova Scotia,Nouvelle-Ã‰cosse,8/4/2020,1071,0,64,1071,0,110.25
2256,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/4/2020,36,0,0,36,0,22.94
2257,60,Yukon,Yukon,8/4/2020,14,0,0,14,0,34.27
2258,61,Northwest Territories,Territoires du Nord-Ouest,8/4/2020,5,0,0,5,0,11.15
2259,62,Nunavut,Nunavut,8/4/2020,0,0,0,0,0,0
2260,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/4/2020,13,0,,13,0,
2261,1,Canada,Canada,8/4/2020,117777,15,8958,117792,761,313.37
2262,59,British Columbia,Colombie-Britannique,8/5/2020,3834,0,195,3834,47,75.6
2263,48,Alberta,Alberta,8/5/2020,11240,0,203,11240,94,257.13
2264,47,Saskatchewan,Saskatchewan,8/5/2020,1376,0,18,1376,8,117.16
2265,46,Manitoba,Manitoba,8/5/2020,429,15,8,444,1,32.42
2551,35,Ontario,Ontario,8/24/2020,41507,0,2798,41507,105,284.95
2552,24,Quebec,QuÃ©bec,8/24/2020,61741,0,5744,61741,68,727.65
2553,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/24/2020,268,0,3,268,0,51.39
2554,13,New Brunswick,Nouveau-Brunswick,8/24/2020,189,0,2,189,0,24.33
2555,12,Nova Scotia,Nouvelle-Ã‰cosse,8/24/2020,1080,0,65,1080,0,111.18
2556,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/24/2020,44,0,0,44,0,28.03
2557,60,Yukon,Yukon,8/24/2020,15,0,0,15,0,36.72
2558,61,Northwest Territories,Territoires du Nord-Ouest,8/24/2020,5,0,0,5,0,11.15
2559,62,Nunavut,Nunavut,8/24/2020,0,0,0,0,0,0
2560,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/24/2020,13,0,0,13,0,
2561,1,Canada,Canada,8/24/2020,125647,0,9083,125647,751,334.26
2562,59,British Columbia,Colombie-Britannique,8/25/2020,5242,0,203,5242,58,103.37
2563,48,Alberta,Alberta,8/25/2020,13083,0,235,13083,77,299.29
2564,47,Saskatchewan,Saskatchewan,8/25/2020,1601,0,23,1601,-1,136.32
2565,46,Manitoba,Manitoba,8/25/2020,1018,0,13,1018,25,74.34
2566,35,Ontario,Ontario,8/25/2020,41607,0,2800,41607,100,285.63
2567,24,Quebec,QuÃ©bec,8/25/2020,61803,0,5746,61803,62,728.38
2568,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/25/2020,268,0,3,268,0,51.39
2569,13,New Brunswick,Nouveau-Brunswick,8/25/2020,190,0,2,190,1,24.46
2722,60,Yukon,Yukon,9/4/2020,15,0,0,15,0,36.72
2723,61,Northwest Territories,Territoires du Nord-Ouest,9/4/2020,5,0,0,5,0,11.15
2724,62,Nunavut,Nunavut,9/4/2020,0,0,0,0,0,0
2725,99,Repatriated travellers,Voyageurs rapatriÃ©s,9/4/2020,13,0,0,13,0,
2726,1,Canada,Canada,9/4/2020,131124,0,9141,131124,631,348.83
2727,59,British Columbia,Colombie-Britannique,9/5/2020,6162,0,211,6162,0,121.51
2728,48,Alberta,Alberta,9/5/2020,14474,0,242,14474,0,331.11
2729,47,Saskatchewan,Saskatchewan,9/5/2020,1643,0,24,1643,5,139.89
2730,46,Manitoba,Manitoba,9/5/2020,1294,0,16,1294,21,94.49
2731,35,Ontario,Ontario,9/5/2020,43003,0,2811,43003,169,295.22
2732,24,Quebec,QuÃ©bec,9/5/2020,63292,0,5769,63292,175,745.93
2733,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/5/2020,270,0,3,270,1,51.77
2734,13,New Brunswick,Nouveau-Brunswick,9/5/2020,192,0,2,192,0,24.72
2735,12,Nova Scotia,Nouvelle-Ã‰cosse,9/5/2020,1085,0,65,1085,0,111.7
2736,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,9/5/2020,47,0,0,47,0,29.95
2737,60,Yukon,Yukon,9/5/2020,15,0,0,15,0,36.72
2738,61,Northwest Territories,Territoires du Nord-Ouest,9/5/2020,5,0,0,5,0,11.15
2739,62,Nunavut,Nunavut,9/5/2020,0,0,0,0,0,0
2740,99,Repatriated travellers,Voyageurs rapatriÃ©s,9/5/2020,13,0,0,13,0,
3178,48,Alberta,Alberta,10/5/2020,18935,0,280,18935,578,433.16
3179,47,Saskatchewan,Saskatchewan,10/5/2020,1968,0,24,1968,9,167.57
3180,46,Manitoba,Manitoba,10/5/2020,2191,0,23,2191,51,159.99
3181,35,Ontario,Ontario,10/5/2020,54814,0,2980,54814,615,376.3
3182,24,Quebec,QuÃ©bec,10/5/2020,79650,0,5884,79650,1191,938.72
3183,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/5/2020,277,0,4,277,0,53.11
3184,13,New Brunswick,Nouveau-Brunswick,10/5/2020,203,0,2,203,2,26.13
3185,12,Nova Scotia,Nouvelle-Ã‰cosse,10/5/2020,1089,0,65,1089,0,112.11
3186,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/5/2020,61,0,0,61,0,38.87
3187,60,Yukon,Yukon,10/5/2020,15,0,0,15,0,36.72
3188,61,Northwest Territories,Territoires du Nord-Ouest,10/5/2020,5,0,0,5,0,11.15
3189,62,Nunavut,Nunavut,10/5/2020,0,0,0,0,0,0
3190,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/5/2020,13,0,0,13,0,
3191,1,Canada,Canada,10/5/2020,168960,0,9504,168960,2804,449.49
3192,59,British Columbia,Colombie-Britannique,10/6/2020,9841,0,244,9841,102,194.05
3193,48,Alberta,Alberta,10/6/2020,19211,0,281,19211,276,439.48
3194,47,Saskatchewan,Saskatchewan,10/6/2020,1984,0,24,1984,16,168.93
3195,46,Manitoba,Manitoba,10/6/2020,2246,0,24,2246,55,164.01
3196,35,Ontario,Ontario,10/6/2020,55362,0,2987,55362,548,380.06
2266,35,Ontario,Ontario,8/5/2020,39714,0,2782,39714,86,272.64
2267,24,Quebec,QuÃ©bec,8/5/2020,60000,0,5687,60000,155,707.13
2268,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/5/2020,266,0,3,266,0,51
2269,13,New Brunswick,Nouveau-Brunswick,8/5/2020,174,0,2,174,4,22.4
2270,12,Nova Scotia,Nouvelle-Ã‰cosse,8/5/2020,1071,0,64,1071,0,110.25
2271,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/5/2020,36,0,0,36,0,22.94
2272,60,Yukon,Yukon,8/5/2020,14,0,0,14,0,34.27
2273,61,Northwest Territories,Territoires du Nord-Ouest,8/5/2020,5,0,0,5,0,11.15
2274,62,Nunavut,Nunavut,8/5/2020,0,0,0,0,0,0
2275,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/5/2020,13,0,,13,0,
2276,1,Canada,Canada,8/5/2020,118172,15,8962,118187,395,314.42
2277,59,British Columbia,Colombie-Britannique,8/6/2020,3881,0,195,3881,47,76.53
2278,48,Alberta,Alberta,8/6/2020,11296,0,205,11296,56,258.41
2279,47,Saskatchewan,Saskatchewan,8/6/2020,1387,0,19,1387,11,118.1
2280,46,Manitoba,Manitoba,8/6/2020,459,15,8,474,30,34.61
2281,35,Ontario,Ontario,8/6/2020,39809,0,2783,39809,95,273.29
2282,24,Quebec,QuÃ©bec,8/6/2020,60133,0,5687,60133,133,708.7
2283,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/6/2020,266,0,3,266,0,51
2284,13,New Brunswick,Nouveau-Brunswick,8/6/2020,176,0,2,176,2,22.66
2570,12,Nova Scotia,Nouvelle-Ã‰cosse,8/25/2020,1080,0,65,1080,0,111.18
2571,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/25/2020,44,0,0,44,0,28.03
2572,60,Yukon,Yukon,8/25/2020,15,0,0,15,0,36.72
2573,61,Northwest Territories,Territoires du Nord-Ouest,8/25/2020,5,0,0,5,0,11.15
2574,62,Nunavut,Nunavut,8/25/2020,0,0,0,0,0,0
2575,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/25/2020,13,0,0,13,0,
2576,1,Canada,Canada,8/25/2020,125969,0,9090,125969,322,335.12
2577,59,British Columbia,Colombie-Britannique,8/26/2020,5304,0,203,5304,62,104.59
2578,48,Alberta,Alberta,8/26/2020,13210,0,235,13210,127,302.2
2579,47,Saskatchewan,Saskatchewan,8/26/2020,1604,0,24,1604,3,136.57
2580,46,Manitoba,Manitoba,8/26/2020,1043,0,13,1043,25,76.16
2581,35,Ontario,Ontario,8/26/2020,41695,0,2802,41695,88,286.24
2582,24,Quebec,QuÃ©bec,8/26/2020,61945,0,5747,61945,142,730.06
2583,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/26/2020,268,0,3,268,0,51.39
2584,13,New Brunswick,Nouveau-Brunswick,8/26/2020,190,0,2,190,0,24.46
2585,12,Nova Scotia,Nouvelle-Ã‰cosse,8/26/2020,1081,0,65,1081,1,111.28
2586,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/26/2020,44,0,0,44,0,28.03
2587,60,Yukon,Yukon,8/26/2020,15,0,0,15,0,36.72
2588,61,Northwest Territories,Territoires du Nord-Ouest,8/26/2020,5,0,0,5,0,11.15
2741,1,Canada,Canada,9/5/2020,131495,0,9143,131495,371,349.82
2742,59,British Columbia,Colombie-Britannique,9/6/2020,6162,0,211,6162,0,121.51
2743,48,Alberta,Alberta,9/6/2020,14474,0,242,14474,0,331.11
2744,47,Saskatchewan,Saskatchewan,9/6/2020,1651,0,24,1651,8,140.58
2745,46,Manitoba,Manitoba,9/6/2020,1323,0,16,1323,29,96.61
2746,35,Ontario,Ontario,9/6/2020,43161,0,2813,43161,158,296.3
2747,24,Quebec,QuÃ©bec,9/6/2020,63497,0,5769,63497,205,748.35
2748,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/6/2020,270,0,3,270,0,51.77
2749,13,New Brunswick,Nouveau-Brunswick,9/6/2020,192,0,2,192,0,24.72
2750,12,Nova Scotia,Nouvelle-Ã‰cosse,9/6/2020,1085,0,65,1085,0,111.7
2751,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,9/6/2020,47,0,0,47,0,29.95
2752,60,Yukon,Yukon,9/6/2020,15,0,0,15,0,36.72
2753,61,Northwest Territories,Territoires du Nord-Ouest,9/6/2020,5,0,0,5,0,11.15
2754,62,Nunavut,Nunavut,9/6/2020,0,0,0,0,0,0
2755,99,Repatriated travellers,Voyageurs rapatriÃ©s,9/6/2020,13,0,0,13,0,
2756,1,Canada,Canada,9/6/2020,131895,0,9145,131895,400,350.88
2757,59,British Columbia,Colombie-Britannique,9/7/2020,6162,0,211,6162,0,121.51
2758,48,Alberta,Alberta,9/7/2020,14474,0,242,14474,0,331.11
2759,47,Saskatchewan,Saskatchewan,9/7/2020,1662,0,24,1662,11,141.51
3197,24,Quebec,QuÃ©bec,10/6/2020,81014,0,5899,81014,1364,954.79
3198,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/6/2020,277,0,4,277,0,53.11
3199,13,New Brunswick,Nouveau-Brunswick,10/6/2020,205,0,2,205,2,26.39
3200,12,Nova Scotia,Nouvelle-Ã‰cosse,10/6/2020,1089,0,65,1089,0,112.11
3201,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/6/2020,61,0,0,61,0,38.87
3202,60,Yukon,Yukon,10/6/2020,15,0,0,15,0,36.72
3203,61,Northwest Territories,Territoires du Nord-Ouest,10/6/2020,5,0,0,5,0,11.15
3204,62,Nunavut,Nunavut,10/6/2020,0,0,0,0,0,0
3205,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/6/2020,13,0,0,13,0,
3206,1,Canada,Canada,10/6/2020,171323,0,9530,171323,2363,455.78
3207,59,British Columbia,Colombie-Britannique,10/7/2020,9956,0,244,9956,115,196.32
3208,48,Alberta,Alberta,10/7/2020,19354,0,281,19354,143,442.75
3209,47,Saskatchewan,Saskatchewan,10/7/2020,1994,0,24,1994,10,169.78
3210,46,Manitoba,Manitoba,10/7/2020,2278,0,27,2278,32,166.34
3211,35,Ontario,Ontario,10/7/2020,55945,0,2988,55945,583,384.06
3212,24,Quebec,QuÃ©bec,10/7/2020,81914,0,5906,81914,900,965.4
3213,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/7/2020,277,0,4,277,0,53.11
3214,13,New Brunswick,Nouveau-Brunswick,10/7/2020,222,0,2,222,17,28.58
3215,12,Nova Scotia,Nouvelle-Ã‰cosse,10/7/2020,1089,0,65,1089,0,112.11
2285,12,Nova Scotia,Nouvelle-Ã‰cosse,8/6/2020,1071,0,64,1071,0,110.25
2286,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/6/2020,36,0,0,36,0,22.94
2287,60,Yukon,Yukon,8/6/2020,14,0,0,14,0,34.27
2288,61,Northwest Territories,Territoires du Nord-Ouest,8/6/2020,5,0,0,5,0,11.15
2289,62,Nunavut,Nunavut,8/6/2020,0,0,0,0,0,0
2290,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/6/2020,13,0,,13,0,
2291,1,Canada,Canada,8/6/2020,118546,15,8966,118561,374,315.41
2292,59,British Columbia,Colombie-Britannique,8/7/2020,3934,0,195,3934,53,77.57
2293,48,Alberta,Alberta,8/7/2020,11430,0,208,11430,134,261.48
2294,47,Saskatchewan,Saskatchewan,8/7/2020,1409,0,20,1409,22,119.97
2295,46,Manitoba,Manitoba,8/7/2020,476,15,8,491,17,35.85
2296,35,Ontario,Ontario,8/7/2020,39897,0,2783,39897,88,273.89
2297,24,Quebec,QuÃ©bec,8/7/2020,60241,0,5687,60241,108,709.97
2298,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/7/2020,267,0,3,267,1,51.19
2299,13,New Brunswick,Nouveau-Brunswick,8/7/2020,176,0,2,176,0,22.66
2300,12,Nova Scotia,Nouvelle-Ã‰cosse,8/7/2020,1071,0,64,1071,0,110.25
2301,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/7/2020,36,0,0,36,0,22.94
2302,60,Yukon,Yukon,8/7/2020,15,0,0,15,1,36.72
2303,61,Northwest Territories,Territoires du Nord-Ouest,8/7/2020,5,0,0,5,0,11.15
2589,62,Nunavut,Nunavut,8/26/2020,0,0,0,0,0,0
2590,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/26/2020,13,0,0,13,0,
2591,1,Canada,Canada,8/26/2020,126417,0,9094,126417,448,336.31
2592,59,British Columbia,Colombie-Britannique,8/27/2020,5372,0,204,5372,68,105.93
2593,48,Alberta,Alberta,8/27/2020,13318,0,237,13318,108,304.67
2594,47,Saskatchewan,Saskatchewan,8/27/2020,1609,0,24,1609,5,137
2595,46,Manitoba,Manitoba,8/27/2020,1064,0,14,1064,21,77.69
2596,35,Ontario,Ontario,8/27/2020,41813,0,2803,41813,118,287.05
2597,24,Quebec,QuÃ©bec,8/27/2020,62026,0,5750,62026,81,731.01
2598,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,8/27/2020,268,0,3,268,0,51.39
2599,13,New Brunswick,Nouveau-Brunswick,8/27/2020,190,0,2,190,0,24.46
2600,12,Nova Scotia,Nouvelle-Ã‰cosse,8/27/2020,1081,0,65,1081,0,111.28
2601,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,8/27/2020,44,0,0,44,0,28.03
2602,60,Yukon,Yukon,8/27/2020,15,0,0,15,0,36.72
2603,61,Northwest Territories,Territoires du Nord-Ouest,8/27/2020,5,0,0,5,0,11.15
2604,62,Nunavut,Nunavut,8/27/2020,0,0,0,0,0,0
2605,99,Repatriated travellers,Voyageurs rapatriÃ©s,8/27/2020,13,0,0,13,0,
2606,1,Canada,Canada,8/27/2020,126848,0,9102,126818,401,337.38
2607,59,British Columbia,Colombie-Britannique,8/28/2020,5496,0,204,5496,124,108.37
2760,46,Manitoba,Manitoba,9/7/2020,1338,0,16,1338,15,97.7
2761,35,Ontario,Ontario,9/7/2020,43161,0,2813,43161,0,296.3
2762,24,Quebec,QuÃ©bec,9/7/2020,63713,0,5770,63713,216,750.89
2763,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/7/2020,270,0,3,270,0,51.77
2764,13,New Brunswick,Nouveau-Brunswick,9/7/2020,192,0,2,192,0,24.72
2765,12,Nova Scotia,Nouvelle-Ã‰cosse,9/7/2020,1086,0,65,1086,1,111.8
2766,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,9/7/2020,51,0,0,51,4,32.5
2767,60,Yukon,Yukon,9/7/2020,15,0,0,15,0,36.72
2768,61,Northwest Territories,Territoires du Nord-Ouest,9/7/2020,5,0,0,5,0,11.15
2769,62,Nunavut,Nunavut,9/7/2020,0,0,0,0,0,0
2770,99,Repatriated travellers,Voyageurs rapatriÃ©s,9/7/2020,13,0,0,13,0,
2771,1,Canada,Canada,9/7/2020,132142,0,9146,132142,247,351.54
2772,59,British Columbia,Colombie-Britannique,9/8/2020,6591,0,213,6591,429,129.97
2773,48,Alberta,Alberta,9/8/2020,15093,0,247,15093,619,345.27
2774,47,Saskatchewan,Saskatchewan,9/8/2020,1669,0,24,1669,7,142.11
2775,46,Manitoba,Manitoba,9/8/2020,1349,0,16,1349,11,98.51
2776,35,Ontario,Ontario,9/8/2020,43536,0,2813,43536,375,298.88
2777,24,Quebec,QuÃ©bec,9/8/2020,63876,0,5770,63876,163,752.81
2778,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,9/8/2020,270,0,3,270,0,51.77
3216,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/7/2020,61,0,0,61,0,38.87
3217,60,Yukon,Yukon,10/7/2020,15,0,0,15,0,36.72
3218,61,Northwest Territories,Territoires du Nord-Ouest,10/7/2020,5,0,0,5,0,11.15
3219,62,Nunavut,Nunavut,10/7/2020,0,0,0,0,0,0
3220,99,Repatriated travellers,Voyageurs rapatriÃ©s,10/7/2020,13,0,0,13,0,
3221,1,Canada,Canada,10/7/2020,173123,0,9541,173123,1800,460.57
3222,59,British Columbia,Colombie-Britannique,10/8/2020,10066,0,245,10066,110,198.49
3223,48,Alberta,Alberta,10/8/2020,19718,0,283,19718,364,451.08
3224,47,Saskatchewan,Saskatchewan,10/8/2020,2012,0,24,2012,18,171.31
3225,46,Manitoba,Manitoba,10/8/2020,2344,0,27,2344,66,171.16
3226,35,Ontario,Ontario,10/8/2020,56742,0,2992,56742,797,389.54
3227,24,Quebec,QuÃ©bec,10/8/2020,82992,0,5915,82992,1078,978.11
3228,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10/8/2020,277,0,4,277,0,53.11
3229,13,New Brunswick,Nouveau-Brunswick,10/8/2020,225,0,2,225,3,28.96
3230,12,Nova Scotia,Nouvelle-Ã‰cosse,10/8/2020,1089,0,65,1089,0,112.11
3231,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,10/8/2020,61,0,0,61,0,38.87
3232,60,Yukon,Yukon,10/8/2020,15,0,0,15,0,36.72
