index,pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
1023,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/14/2020,261,0,3,261,0,50.04
1024,13,New Brunswick,Nouveau-Brunswick,5/14/2020,120,0,0,120,0,15.45
1025,12,Nova Scotia,Nouvelle-Ã‰cosse,5/14/2020,1026,0,51,1026,2,105.62
1026,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/14/2020,27,0,0,27,0,17.2
1027,60,Yukon,Yukon,5/14/2020,11,0,0,11,0,26.93
1028,61,Northwest Territories,Territoires du Nord-Ouest,5/14/2020,5,0,0,5,0,11.15
1029,62,Nunavut,Nunavut,5/14/2020,0,0,0,0,0,0
1030,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/14/2020,13,0,,13,0,
1031,1,Canada,Canada,5/14/2020,73477,11,5472,73488,1210,195.5
1032,59,British Columbia,Colombie-Britannique,5/15/2020,2407,0,140,2407,15,47.46
1033,48,Alberta,Alberta,5/15/2020,6515,0,125,6515,58,149.04
1034,47,Saskatchewan,Saskatchewan,5/15/2020,590,0,6,590,8,50.24
1035,46,Manitoba,Manitoba,5/15/2020,278,11,7,289,0,21.1
1036,35,Ontario,Ontario,5/15/2020,21922,0,1825,21922,341,150.5
1037,24,Quebec,QuÃ©bec,5/15/2020,41420,0,3401,41420,696,488.16
1038,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/15/2020,260,0,3,260,-1,49.85
1039,13,New Brunswick,Nouveau-Brunswick,5/15/2020,120,0,0,120,0,15.45
1040,12,Nova Scotia,Nouvelle-Ã‰cosse,5/15/2020,1034,0,55,1034,8,106.44
1041,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/15/2020,27,0,0,27,0,17.2
1042,60,Yukon,Yukon,5/15/2020,11,0,0,11,0,26.93
1043,61,Northwest Territories,Territoires du Nord-Ouest,5/15/2020,5,0,0,5,0,11.15
1044,62,Nunavut,Nunavut,5/15/2020,0,0,0,0,0,0
1045,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/15/2020,13,0,,13,0,
1046,1,Canada,Canada,5/15/2020,74602,11,5562,74613,1125,198.5
1047,59,British Columbia,Colombie-Britannique,5/16/2020,2428,0,141,2428,21,47.88
1048,48,Alberta,Alberta,5/16/2020,6587,0,126,6587,72,150.69
1049,47,Saskatchewan,Saskatchewan,5/16/2020,591,0,6,591,1,50.32
1050,46,Manitoba,Manitoba,5/16/2020,278,11,7,289,0,21.1
1051,35,Ontario,Ontario,5/16/2020,22313,0,1858,22313,391,153.18
1052,24,Quebec,QuÃ©bec,5/16/2020,42183,0,3483,42183,763,497.15
1053,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/16/2020,260,0,3,260,0,49.85
1054,13,New Brunswick,Nouveau-Brunswick,5/16/2020,120,0,0,120,0,15.45
1055,12,Nova Scotia,Nouvelle-Ã‰cosse,5/16/2020,1037,0,55,1037,3,106.75
1056,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/16/2020,27,0,0,27,0,17.2
1057,60,Yukon,Yukon,5/16/2020,11,0,0,11,0,26.93
1058,61,Northwest Territories,Territoires du Nord-Ouest,5/16/2020,5,0,0,5,0,11.15
1059,62,Nunavut,Nunavut,5/16/2020,0,0,0,0,0,0
1060,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/16/2020,13,0,,13,0,
1061,1,Canada,Canada,5/16/2020,75853,11,5679,75864,1251,201.82
1062,59,British Columbia,Colombie-Britannique,5/17/2020,2428,0,141,2428,0,47.88
1063,48,Alberta,Alberta,5/17/2020,6644,0,127,6644,57,151.99
1064,47,Saskatchewan,Saskatchewan,5/17/2020,592,0,6,592,1,50.41
1065,46,Manitoba,Manitoba,5/17/2020,278,11,7,289,0,21.1
1066,35,Ontario,Ontario,5/17/2020,22653,0,1881,22653,340,155.51
1067,24,Quebec,QuÃ©bec,5/17/2020,42920,0,3562,42920,737,505.84
1068,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/17/2020,260,0,3,260,0,49.85
1107,59,British Columbia,Colombie-Britannique,5/20/2020,2467,0,149,2467,21,48.65
1108,48,Alberta,Alberta,5/20/2020,6716,0,128,6716,0,153.64
1109,47,Saskatchewan,Saskatchewan,5/20/2020,620,0,6,620,21,52.79
1110,46,Manitoba,Manitoba,5/20/2020,279,11,7,290,0,21.18
1111,35,Ontario,Ontario,5/20/2020,23774,0,1962,23774,390,163.21
1112,24,Quebec,QuÃ©bec,5/20/2020,44775,0,3718,44775,578,527.7
1113,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/20/2020,260,0,3,260,0,49.85
1114,13,New Brunswick,Nouveau-Brunswick,5/20/2020,120,0,0,120,0,15.45
1115,12,Nova Scotia,Nouvelle-Ã‰cosse,5/20/2020,1045,0,57,1045,1,107.58
1116,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/20/2020,27,0,0,27,0,17.2
1117,60,Yukon,Yukon,5/20/2020,11,0,0,11,0,26.93
1118,61,Northwest Territories,Territoires du Nord-Ouest,5/20/2020,5,0,0,5,0,11.15
1119,62,Nunavut,Nunavut,5/20/2020,0,0,0,0,0,0
1120,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/20/2020,13,0,,13,0,
1121,1,Canada,Canada,5/20/2020,80112,11,6030,80123,1011,213.15
1122,59,British Columbia,Colombie-Britannique,5/21/2020,2479,0,152,2479,12,48.88
1123,48,Alberta,Alberta,5/21/2020,6768,0,132,6768,52,154.83
1124,47,Saskatchewan,Saskatchewan,5/21/2020,622,0,7,622,2,52.96
1125,46,Manitoba,Manitoba,5/21/2020,279,11,7,290,0,21.18
1202,24,Quebec,QuÃ©bec,5/26/2020,48598,0,4139,48598,614,572.75
1203,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/26/2020,260,0,3,260,0,49.85
1204,13,New Brunswick,Nouveau-Brunswick,5/26/2020,122,0,0,122,1,15.7
1205,12,Nova Scotia,Nouvelle-Ã‰cosse,5/26/2020,1052,0,59,1052,1,108.3
1206,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/26/2020,27,0,0,27,0,17.2
1207,60,Yukon,Yukon,5/26/2020,11,0,0,11,0,26.93
1208,61,Northwest Territories,Territoires du Nord-Ouest,5/26/2020,5,0,0,5,0,11.15
1209,62,Nunavut,Nunavut,5/26/2020,0,0,0,0,0,0
1210,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/26/2020,13,0,,13,0,
1211,1,Canada,Canada,5/26/2020,86636,11,6639,86647,936,230.51
1212,59,British Columbia,Colombie-Britannique,5/27/2020,2550,0,162,2550,9,50.28
1213,48,Alberta,Alberta,5/27/2020,6926,0,141,6926,25,158.44
1214,47,Saskatchewan,Saskatchewan,5/27/2020,637,0,10,637,3,54.24
1215,46,Manitoba,Manitoba,5/27/2020,281,11,7,292,0,21.32
1216,35,Ontario,Ontario,5/27/2020,26483,0,2155,26483,292,181.81
1217,24,Quebec,QuÃ©bec,5/27/2020,49139,0,4228,49139,541,579.13
1218,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/27/2020,260,0,3,260,0,49.85
1219,13,New Brunswick,Nouveau-Brunswick,5/27/2020,123,0,0,123,1,15.83
1220,12,Nova Scotia,Nouvelle-Ã‰cosse,5/27/2020,1053,0,59,1053,1,108.4
1221,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/27/2020,27,0,0,27,0,17.2
1222,60,Yukon,Yukon,5/27/2020,11,0,0,11,0,26.93
1223,61,Northwest Territories,Territoires du Nord-Ouest,5/27/2020,5,0,0,5,0,11.15
1224,62,Nunavut,Nunavut,5/27/2020,0,0,0,0,0,0
1225,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/27/2020,13,0,,13,0,
1226,1,Canada,Canada,5/27/2020,87508,11,6765,87519,872,232.83
1227,59,British Columbia,Colombie-Britannique,5/28/2020,2558,0,164,2558,8,50.44
1228,48,Alberta,Alberta,5/28/2020,6955,0,143,6955,29,159.11
1229,47,Saskatchewan,Saskatchewan,5/28/2020,639,0,10,639,2,54.41
1230,46,Manitoba,Manitoba,5/28/2020,283,11,7,294,2,21.47
1231,35,Ontario,Ontario,5/28/2020,26866,0,2189,26866,383,184.44
1232,24,Quebec,QuÃ©bec,5/28/2020,49702,0,4302,49702,563,585.77
1233,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/28/2020,261,0,3,261,1,50.04
1234,13,New Brunswick,Nouveau-Brunswick,5/28/2020,126,0,0,126,3,16.22
1235,12,Nova Scotia,Nouvelle-Ã‰cosse,5/28/2020,1055,0,59,1055,2,108.61
1236,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/28/2020,27,0,0,27,0,17.2
1237,60,Yukon,Yukon,5/28/2020,11,0,0,11,0,26.93
1238,61,Northwest Territories,Territoires du Nord-Ouest,5/28/2020,5,0,0,5,0,11.15
1239,62,Nunavut,Nunavut,5/28/2020,0,0,0,0,0,0
1126,35,Ontario,Ontario,5/21/2020,24187,0,1993,24187,413,166.04
1127,24,Quebec,QuÃ©bec,5/21/2020,45495,0,3800,45495,720,536.18
1128,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/21/2020,260,0,3,260,0,49.85
1129,13,New Brunswick,Nouveau-Brunswick,5/21/2020,121,0,0,121,1,15.58
1130,12,Nova Scotia,Nouvelle-Ã‰cosse,5/21/2020,1046,0,58,1046,1,107.68
1131,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/21/2020,27,0,0,27,0,17.2
1132,60,Yukon,Yukon,5/21/2020,11,0,0,11,0,26.93
1133,61,Northwest Territories,Territoires du Nord-Ouest,5/21/2020,5,0,0,5,0,11.15
1134,62,Nunavut,Nunavut,5/21/2020,0,0,0,0,0,0
1135,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/21/2020,13,0,,13,0,
1136,1,Canada,Canada,5/21/2020,81313,11,6152,81324,1201,216.35
1137,59,British Columbia,Colombie-Britannique,5/22/2020,2507,0,155,2507,28,49.43
1138,48,Alberta,Alberta,5/22/2020,6800,0,134,6800,32,155.56
1139,47,Saskatchewan,Saskatchewan,5/22/2020,627,0,7,627,5,53.39
1140,46,Manitoba,Manitoba,5/22/2020,281,11,7,292,2,21.32
1141,35,Ontario,Ontario,5/22/2020,24628,0,2021,24628,441,169.07
1142,24,Quebec,QuÃ©bec,5/22/2020,46141,0,3865,46141,646,543.8
1143,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/22/2020,260,0,3,260,0,49.85
1144,13,New Brunswick,Nouveau-Brunswick,5/22/2020,121,0,0,121,0,15.58
1145,12,Nova Scotia,Nouvelle-Ã‰cosse,5/22/2020,1048,0,58,1048,2,107.89
1146,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/22/2020,27,0,0,27,0,17.2
1147,60,Yukon,Yukon,5/22/2020,11,0,0,11,0,26.93
1148,61,Northwest Territories,Territoires du Nord-Ouest,5/22/2020,5,0,0,5,0,11.15
1149,62,Nunavut,Nunavut,5/22/2020,0,0,0,0,0,0
1150,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/22/2020,13,0,,13,0,
1151,1,Canada,Canada,5/22/2020,82469,11,6250,82480,1156,219.42
1152,59,British Columbia,Colombie-Britannique,5/23/2020,2517,0,157,2517,10,49.63
1153,48,Alberta,Alberta,5/23/2020,6818,0,135,6818,18,155.97
1154,47,Saskatchewan,Saskatchewan,5/23/2020,630,0,7,630,3,53.64
1155,46,Manitoba,Manitoba,5/23/2020,281,11,7,292,0,21.32
1156,35,Ontario,Ontario,5/23/2020,25040,0,2048,25040,412,171.9
1157,24,Quebec,QuÃ©bec,5/23/2020,46838,0,3940,46838,697,552.01
1158,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/23/2020,260,0,3,260,0,49.85
1159,13,New Brunswick,Nouveau-Brunswick,5/23/2020,121,0,0,121,0,15.58
1160,12,Nova Scotia,Nouvelle-Ã‰cosse,5/23/2020,1049,0,58,1049,1,107.99
1161,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/23/2020,27,0,0,27,0,17.2
1162,60,Yukon,Yukon,5/23/2020,11,0,0,11,0,26.93
1163,61,Northwest Territories,Territoires du Nord-Ouest,5/23/2020,5,0,0,5,0,11.15
1164,62,Nunavut,Nunavut,5/23/2020,0,0,0,0,0,0
1165,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/23/2020,13,0,,13,0,
1166,1,Canada,Canada,5/23/2020,83610,11,6355,83621,1141,222.46
1167,59,British Columbia,Colombie-Britannique,5/24/2020,2517,0,157,2517,0,49.63
1168,48,Alberta,Alberta,5/24/2020,6860,0,135,6860,42,156.93
1169,47,Saskatchewan,Saskatchewan,5/24/2020,632,0,7,632,2,53.81
1170,46,Manitoba,Manitoba,5/24/2020,281,11,7,292,0,21.32
1171,35,Ontario,Ontario,5/24/2020,25500,0,2073,25500,460,175.06
1172,24,Quebec,QuÃ©bec,5/24/2020,47411,0,3984,47411,573,558.76
1173,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/24/2020,260,0,3,260,0,49.85
1174,13,New Brunswick,Nouveau-Brunswick,5/24/2020,121,0,0,121,0,15.58
1175,12,Nova Scotia,Nouvelle-Ã‰cosse,5/24/2020,1050,0,58,1050,1,108.09
1176,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/24/2020,27,0,0,27,0,17.2
1177,60,Yukon,Yukon,5/24/2020,11,0,0,11,0,26.93
1178,61,Northwest Territories,Territoires du Nord-Ouest,5/24/2020,5,0,0,5,0,11.15
1179,62,Nunavut,Nunavut,5/24/2020,0,0,0,0,0,0
1180,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/24/2020,13,0,,13,0,
1181,1,Canada,Canada,5/24/2020,84688,11,6424,84699,1078,225.33
1182,59,British Columbia,Colombie-Britannique,5/25/2020,2530,0,161,2530,13,49.89
1183,48,Alberta,Alberta,5/25/2020,6879,0,138,6879,19,157.37
1184,47,Saskatchewan,Saskatchewan,5/25/2020,634,0,7,634,2,53.98
1185,46,Manitoba,Manitoba,5/25/2020,281,11,7,292,0,21.32
1186,35,Ontario,Ontario,5/25/2020,25904,0,2102,25904,404,177.83
1187,24,Quebec,QuÃ©bec,5/25/2020,47984,0,4069,47984,573,565.52
1188,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/25/2020,260,0,3,260,0,49.85
1189,13,New Brunswick,Nouveau-Brunswick,5/25/2020,121,0,0,121,0,15.58
1190,12,Nova Scotia,Nouvelle-Ã‰cosse,5/25/2020,1051,0,58,1051,1,108.19
1191,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/25/2020,27,0,0,27,0,17.2
1192,60,Yukon,Yukon,5/25/2020,11,0,0,11,0,26.93
1193,61,Northwest Territories,Territoires du Nord-Ouest,5/25/2020,5,0,0,5,0,11.15
1194,62,Nunavut,Nunavut,5/25/2020,0,0,0,0,0,0
1195,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/25/2020,13,0,,13,0,
1196,1,Canada,Canada,5/25/2020,85700,11,6545,85711,1012,228.02
1197,59,British Columbia,Colombie-Britannique,5/26/2020,2541,0,161,2541,11,50.11
1198,48,Alberta,Alberta,5/26/2020,6901,0,139,6901,22,157.87
1199,47,Saskatchewan,Saskatchewan,5/26/2020,634,0,8,634,0,53.98
1200,46,Manitoba,Manitoba,5/26/2020,281,11,7,292,0,21.32
1201,35,Ontario,Ontario,5/26/2020,26191,0,2123,26191,287,179.8
1354,13,New Brunswick,Nouveau-Brunswick,6/5/2020,136,0,1,136,0,17.51
1355,12,Nova Scotia,Nouvelle-Ã‰cosse,6/5/2020,1058,0,61,1058,0,108.92
1356,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/5/2020,27,0,0,27,0,17.2
1357,60,Yukon,Yukon,6/5/2020,11,0,0,11,0,26.93
1358,61,Northwest Territories,Territoires du Nord-Ouest,6/5/2020,5,0,0,5,0,11.15
1359,62,Nunavut,Nunavut,6/5/2020,0,0,0,0,0,0
1360,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/5/2020,13,0,,13,0,
1361,1,Canada,Canada,6/5/2020,94324,11,7703,94335,609,250.96
1362,59,British Columbia,Colombie-Britannique,6/6/2020,2632,0,167,2632,0,51.9
1363,48,Alberta,Alberta,6/6/2020,7138,0,146,7138,40,163.29
1364,47,Saskatchewan,Saskatchewan,6/6/2020,650,0,11,650,1,55.34
1365,46,Manitoba,Manitoba,6/6/2020,289,11,7,300,0,21.91
1366,35,Ontario,Ontario,6/6/2020,30202,0,2407,30202,455,207.34
1367,24,Quebec,QuÃ©bec,6/6/2020,52624,0,4970,52624,226,620.2
1368,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/6/2020,261,0,3,261,0,50.04
1369,13,New Brunswick,Nouveau-Brunswick,6/6/2020,136,0,1,136,0,17.51
1370,12,Nova Scotia,Nouvelle-Ã‰cosse,6/6/2020,1058,0,61,1058,0,108.92
1371,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/6/2020,27,0,0,27,0,17.2
1372,60,Yukon,Yukon,6/6/2020,11,0,0,11,0,26.93
1373,61,Northwest Territories,Territoires du Nord-Ouest,6/6/2020,5,0,0,5,0,11.15
1374,62,Nunavut,Nunavut,6/6/2020,0,0,0,0,0,0
1375,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/6/2020,13,0,,13,0,
1376,1,Canada,Canada,6/6/2020,95046,11,7773,95057,722,252.88
1377,59,British Columbia,Colombie-Britannique,6/7/2020,2632,0,167,2632,0,51.9
1378,48,Alberta,Alberta,6/7/2020,7138,0,146,7138,0,163.29
1379,47,Saskatchewan,Saskatchewan,6/7/2020,650,0,11,650,0,55.34
1380,46,Manitoba,Manitoba,6/7/2020,289,11,7,300,0,21.91
1381,35,Ontario,Ontario,6/7/2020,30617,0,2426,30617,415,210.19
1382,24,Quebec,QuÃ©bec,6/7/2020,52849,0,4978,52849,225,622.85
1383,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/7/2020,261,0,3,261,0,50.04
1384,13,New Brunswick,Nouveau-Brunswick,6/7/2020,137,0,1,137,1,17.64
1385,12,Nova Scotia,Nouvelle-Ã‰cosse,6/7/2020,1059,0,61,1059,1,109.02
1386,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/7/2020,27,0,0,27,0,17.2
1387,60,Yukon,Yukon,6/7/2020,11,0,0,11,0,26.93
1388,61,Northwest Territories,Territoires du Nord-Ouest,6/7/2020,5,0,0,5,0,11.15
1389,62,Nunavut,Nunavut,6/7/2020,0,0,0,0,0,0
1390,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/7/2020,13,0,,13,0,
1391,1,Canada,Canada,6/7/2020,95688,11,7800,95699,642,254.59
1240,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/28/2020,13,0,,13,0,
1241,1,Canada,Canada,5/28/2020,88501,11,6877,88512,993,235.47
1242,59,British Columbia,Colombie-Britannique,5/29/2020,2562,0,164,2562,4,50.52
1243,48,Alberta,Alberta,5/29/2020,6979,0,143,6979,24,159.65
1244,47,Saskatchewan,Saskatchewan,5/29/2020,641,0,10,641,2,54.58
1245,46,Manitoba,Manitoba,5/29/2020,283,11,7,294,0,21.47
1246,35,Ontario,Ontario,5/29/2020,27210,0,2230,27210,344,186.8
1247,24,Quebec,QuÃ©bec,5/29/2020,50232,0,4363,50232,530,592.01
1248,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/29/2020,261,0,3,261,0,50.04
1249,13,New Brunswick,Nouveau-Brunswick,5/29/2020,128,0,0,128,2,16.48
1250,12,Nova Scotia,Nouvelle-Ã‰cosse,5/29/2020,1055,0,59,1055,0,108.61
1251,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/29/2020,27,0,0,27,0,17.2
1252,60,Yukon,Yukon,5/29/2020,11,0,0,11,0,26.93
1253,61,Northwest Territories,Territoires du Nord-Ouest,5/29/2020,5,0,0,5,0,11.15
1254,62,Nunavut,Nunavut,5/29/2020,0,0,0,0,0,0
1255,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/29/2020,13,0,,13,0,
1256,1,Canada,Canada,5/29/2020,89407,11,6979,89418,906,237.88
1257,59,British Columbia,Colombie-Britannique,5/30/2020,2573,0,164,2573,11,50.74
1258,48,Alberta,Alberta,5/30/2020,6992,0,143,6992,13,159.95
1259,47,Saskatchewan,Saskatchewan,5/30/2020,645,0,10,645,4,54.92
1260,46,Manitoba,Manitoba,5/30/2020,283,11,7,294,0,21.47
1261,35,Ontario,Ontario,5/30/2020,27533,0,2247,27533,323,189.02
1262,24,Quebec,QuÃ©bec,5/30/2020,50651,0,4439,50651,419,596.95
1263,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/30/2020,261,0,3,261,0,50.04
1264,13,New Brunswick,Nouveau-Brunswick,5/30/2020,129,0,0,129,1,16.61
1265,12,Nova Scotia,Nouvelle-Ã‰cosse,5/30/2020,1056,0,60,1056,1,108.71
1266,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/30/2020,27,0,0,27,0,17.2
1267,60,Yukon,Yukon,5/30/2020,11,0,0,11,0,26.93
1268,61,Northwest Territories,Territoires du Nord-Ouest,5/30/2020,5,0,0,5,0,11.15
1269,62,Nunavut,Nunavut,5/30/2020,0,0,0,0,0,0
1270,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/30/2020,13,0,,13,0,
1271,1,Canada,Canada,5/30/2020,90179,11,7073,90190,772,239.94
1272,59,British Columbia,Colombie-Britannique,5/31/2020,2573,0,164,2573,0,50.74
1273,48,Alberta,Alberta,5/31/2020,7010,0,143,7010,18,160.36
1274,47,Saskatchewan,Saskatchewan,5/31/2020,646,0,11,646,1,55
1275,46,Manitoba,Manitoba,5/31/2020,284,11,7,295,1,21.54
1276,35,Ontario,Ontario,5/31/2020,27859,0,2266,27859,326,191.25
1277,24,Quebec,QuÃ©bec,5/31/2020,51059,0,4641,51059,408,601.76
1278,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,5/31/2020,261,0,3,261,0,50.04
1279,13,New Brunswick,Nouveau-Brunswick,5/31/2020,132,0,0,132,3,16.99
1280,12,Nova Scotia,Nouvelle-Ã‰cosse,5/31/2020,1056,0,60,1056,0,108.71
1281,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,5/31/2020,27,0,0,27,0,17.2
1282,60,Yukon,Yukon,5/31/2020,11,0,0,11,0,26.93
1283,61,Northwest Territories,Territoires du Nord-Ouest,5/31/2020,5,0,0,5,0,11.15
1284,62,Nunavut,Nunavut,5/31/2020,0,0,0,0,0,0
1285,99,Repatriated travellers,Voyageurs rapatriÃ©s,5/31/2020,13,0,,13,0,
1286,1,Canada,Canada,5/31/2020,90936,11,7295,90947,757,241.95
1287,59,British Columbia,Colombie-Britannique,6/1/2020,2597,0,165,2597,24,51.21
1288,48,Alberta,Alberta,6/1/2020,7044,0,143,7044,34,161.14
1289,47,Saskatchewan,Saskatchewan,6/1/2020,646,0,11,646,0,55
1290,46,Manitoba,Manitoba,6/1/2020,284,11,7,295,0,21.54
1291,35,Ontario,Ontario,6/1/2020,28263,0,2276,28263,404,194.03
1292,24,Quebec,QuÃ©bec,6/1/2020,51354,0,4661,51354,295,605.24
1293,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/1/2020,261,0,3,261,0,50.04
1294,13,New Brunswick,Nouveau-Brunswick,6/1/2020,132,0,0,132,0,16.99
1295,12,Nova Scotia,Nouvelle-Ã‰cosse,6/1/2020,1057,0,60,1057,1,108.81
1296,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/1/2020,27,0,0,27,0,17.2
1297,60,Yukon,Yukon,6/1/2020,11,0,0,11,0,26.93
1298,61,Northwest Territories,Territoires du Nord-Ouest,6/1/2020,5,0,0,5,0,11.15
1299,62,Nunavut,Nunavut,6/1/2020,0,0,0,0,0,0
1300,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/1/2020,13,0,,13,0,
1301,1,Canada,Canada,6/1/2020,91694,11,7326,91705,758,243.97
1302,59,British Columbia,Colombie-Britannique,6/2/2020,2601,0,165,2601,4,51.29
1303,48,Alberta,Alberta,6/2/2020,7057,0,143,7057,13,161.44
1304,47,Saskatchewan,Saskatchewan,6/2/2020,646,0,11,646,0,55
1305,46,Manitoba,Manitoba,6/2/2020,286,11,7,297,2,21.69
1306,35,Ontario,Ontario,6/2/2020,28709,0,2293,28709,446,197.09
1307,24,Quebec,QuÃ©bec,6/2/2020,51593,0,4713,51593,239,608.05
1308,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/2/2020,261,0,3,261,0,50.04
1309,13,New Brunswick,Nouveau-Brunswick,6/2/2020,133,0,0,133,1,17.12
1310,12,Nova Scotia,Nouvelle-Ã‰cosse,6/2/2020,1057,0,60,1057,0,108.81
1311,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/2/2020,27,0,0,27,0,17.2
1312,60,Yukon,Yukon,6/2/2020,11,0,0,11,0,26.93
1313,61,Northwest Territories,Territoires du Nord-Ouest,6/2/2020,5,0,0,5,0,11.15
1314,62,Nunavut,Nunavut,6/2/2020,0,0,0,0,0,0
1315,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/2/2020,13,0,,13,0,
1316,1,Canada,Canada,6/2/2020,92399,11,7395,92410,705,245.84
1317,59,British Columbia,Colombie-Britannique,6/3/2020,2623,0,166,2623,22,51.72
1318,48,Alberta,Alberta,6/3/2020,7076,0,145,7076,19,161.87
1319,47,Saskatchewan,Saskatchewan,6/3/2020,647,0,11,647,1,55.09
1320,46,Manitoba,Manitoba,6/3/2020,287,11,7,298,1,21.76
1321,35,Ontario,Ontario,6/3/2020,29047,0,2312,29047,338,199.41
1322,24,Quebec,QuÃ©bec,6/3/2020,51884,0,4794,51884,291,611.48
1323,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/3/2020,261,0,3,261,0,50.04
1324,13,New Brunswick,Nouveau-Brunswick,6/3/2020,135,0,0,135,2,17.38
1325,12,Nova Scotia,Nouvelle-Ã‰cosse,6/3/2020,1058,0,60,1058,1,108.92
1326,11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,6/3/2020,27,0,0,27,0,17.2
1327,60,Yukon,Yukon,6/3/2020,11,0,0,11,0,26.93
1328,61,Northwest Territories,Territoires du Nord-Ouest,6/3/2020,5,0,0,5,0,11.15
1329,62,Nunavut,Nunavut,6/3/2020,0,0,0,0,0,0
1330,99,Repatriated travellers,Voyageurs rapatriÃ©s,6/3/2020,13,0,,13,0,
1331,1,Canada,Canada,6/3/2020,93074,11,7498,93085,675,247.64
1332,59,British Columbia,Colombie-Britannique,6/4/2020,2632,0,166,2632,9,51.9
1333,48,Alberta,Alberta,6/4/2020,7091,0,146,7091,15,162.22
1334,47,Saskatchewan,Saskatchewan,6/4/2020,648,0,11,648,1,55.17
1335,46,Manitoba,Manitoba,6/4/2020,287,11,7,298,0,21.76
1336,35,Ontario,Ontario,6/4/2020,29403,0,2357,29403,356,201.85
1337,24,Quebec,QuÃ©bec,6/4/2020,52143,0,4885,52143,259,614.53
1338,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/4/2020,261,0,3,261,0,50.04
1339,13,New Brunswick,Nouveau-Brunswick,6/4/2020,136,0,1,136,1,17.51
1340,12,Nova Scotia,Nouvelle-Ã‰cosse,6/4/2020,1058,0,61,1058,0,108.92
